id,created_at,email,name,country,gender,education,school,dob,age
252,2024-01-21 01:51:29,user252@example.com,User 252,Kenya,Female,PhD,Opoku Ware School,1972-05-13,52
253,2024-08-11 01:51:29,user253@example.com,User 253,Uganda,Female,High School,Presec Legon,1977-02-03,47
254,2024-06-20 01:51:29,user254@example.com,User 254,South Africa,Male,Master,St. Augustine's College,2004-12-21,19
255,2024-09-21 01:51:29,user255@example.com,User 255,Nigeria,Male,Master,Opoku Ware School,1979-05-30,45
256,2024-03-20 01:51:29,user256@example.com,User 256,Tanzania,Female,Master,Presec Legon,1995-01-28,29
257,2023-10-24 01:51:29,user257@example.com,User 257,Uganda,Female,High School,Wesley Girls High School,1971-11-16,52
258,2024-03-16 01:51:29,user258@example.com,User 258,Nigeria,Female,PhD,Adisadel College,1982-02-19,42
259,2023-10-01 01:51:29,user259@example.com,User 259,Tanzania,Female,Bachelor,Prempeh College,1971-01-29,53
260,2024-02-16 01:51:29,user260@example.com,User 260,Uganda,Male,PhD,Achimota School,1975-08-15,49
261,2024-06-27 01:51:29,user261@example.com,User 261,Rwanda,Male,Master,Wesley Girls High School,1982-03-25,42
262,2023-11-18 01:51:29,user262@example.com,User 262,Ethiopia,Female,High School,Presec Legon,1967-01-16,57
263,2024-06-17 01:51:29,user263@example.com,User 263,Kenya,Female,Bachelor,Opoku Ware School,1996-04-14,28
264,2023-10-28 01:51:29,user264@example.com,User 264,South Africa,Male,PhD,St. Augustine's College,1988-05-16,36
265,2024-04-18 01:51:29,user265@example.com,User 265,Ghana,Male,PhD,Wesley Girls High School,1972-10-16,51
266,2024-08-19 01:51:29,user266@example.com,User 266,South Africa,Female,Bachelor,Mfantsipim School,1959-12-22,64
267,2024-09-13 01:51:29,user267@example.com,User 267,Ethiopia,Male,Bachelor,Holy Child School,1970-04-13,54
268,2024-07-20 01:51:29,user268@example.com,User 268,Uganda,Female,High School,Holy Child School,1988-03-03,36
269,2023-10-21 01:51:29,user269@example.com,User 269,Tanzania,Female,High School,Mfantsipim School,1997-01-06,27
270,2024-08-06 01:51:29,user270@example.com,User 270,Rwanda,Female,High School,Adisadel College,1985-08-18,39
271,2024-03-07 01:51:29,user271@example.com,User 271,Uganda,Female,PhD,Adisadel College,1985-03-19,39
272,2024-06-24 01:51:29,user272@example.com,User 272,Nigeria,Male,Master,Achimota School,1991-01-08,33
273,2024-03-20 01:51:29,user273@example.com,User 273,Nigeria,Female,Master,Adisadel College,1999-11-08,24
274,2024-05-09 01:51:29,user274@example.com,User 274,Ethiopia,Male,Master,Opoku Ware School,1976-07-17,48
275,2024-09-04 01:51:29,user275@example.com,User 275,Uganda,Female,Master,Mfantsipim School,1966-05-24,58
276,2024-05-20 01:51:29,user276@example.com,User 276,Uganda,Female,PhD,Achimota School,1955-07-27,69
277,2024-06-08 01:51:29,user277@example.com,User 277,Uganda,Female,Bachelor,St. Augustine's College,1985-03-06,39
278,2024-02-21 01:51:29,user278@example.com,User 278,Tanzania,Female,PhD,Prempeh College,1988-07-03,36
279,2023-10-21 01:51:29,user279@example.com,User 279,Nigeria,Male,PhD,St. James Seminary,1999-08-27,25
280,2024-07-19 01:51:29,user280@example.com,User 280,Uganda,Female,Master,St. James Seminary,1958-12-26,65
281,2023-11-04 01:51:29,user281@example.com,User 281,Uganda,Male,PhD,Prempeh College,1960-02-02,64
282,2024-05-10 01:51:29,user282@example.com,User 282,South Africa,Male,Bachelor,St. James Seminary,2006-09-23,18
283,2024-01-22 01:51:29,user283@example.com,User 283,Uganda,Male,Bachelor,Holy Child School,1964-01-09,60
284,2024-04-16 01:51:29,user284@example.com,User 284,Kenya,Female,Bachelor,Adisadel College,2000-12-20,23
285,2024-07-21 01:51:29,user285@example.com,User 285,Uganda,Female,PhD,Mfantsipim School,1968-12-08,55
286,2024-07-02 01:51:29,user286@example.com,User 286,South Africa,Female,Master,Wesley Girls High School,1969-12-15,54
287,2023-12-06 01:51:29,user287@example.com,User 287,Nigeria,Female,High School,St. James Seminary,1968-11-23,55
288,2023-12-13 01:51:29,user288@example.com,User 288,Rwanda,Female,Bachelor,Adisadel College,2006-08-13,18
289,2023-11-27 01:51:29,user289@example.com,User 289,Ghana,Female,Bachelor,Presec Legon,2005-03-08,19
290,2024-05-10 01:51:29,user290@example.com,User 290,Ethiopia,Female,Bachelor,Adisadel College,1991-06-28,33
291,2024-08-22 01:51:29,user291@example.com,User 291,Rwanda,Female,High School,Mfantsipim School,2005-05-08,19
292,2024-01-16 01:51:29,user292@example.com,User 292,Tanzania,Female,Master,Opoku Ware School,1997-07-17,27
293,2024-07-26 01:51:29,user293@example.com,User 293,Ethiopia,Female,High School,St. James Seminary,1987-05-08,37
294,2023-12-22 01:51:29,user294@example.com,User 294,Rwanda,Female,PhD,St. James Seminary,1996-12-08,27
295,2023-12-05 01:51:29,user295@example.com,User 295,Ghana,Female,Bachelor,Adisadel College,1989-07-03,35
296,2024-02-24 01:51:29,user296@example.com,User 296,Ghana,Female,Master,Achimota School,1978-10-16,45
297,2024-07-02 01:51:29,user297@example.com,User 297,Nigeria,Female,Master,Presec Legon,1962-08-22,62
298,2024-04-06 01:51:29,user298@example.com,User 298,Ethiopia,Female,Master,St. James Seminary,1989-07-06,35
299,2023-11-13 01:51:29,user299@example.com,User 299,Tanzania,Male,PhD,St. Augustine's College,2000-04-14,24
300,2024-02-07 01:51:29,user300@example.com,User 300,Nigeria,Female,Bachelor,St. James Seminary,1961-10-30,62
301,2023-11-04 01:51:29,user301@example.com,User 301,Uganda,Male,Bachelor,St. Augustine's College,1983-08-19,41
302,2024-01-19 01:51:29,user302@example.com,User 302,Rwanda,Female,High School,St. Augustine's College,1995-12-07,28
303,2024-05-27 01:51:29,user303@example.com,User 303,South Africa,Female,Bachelor,Adisadel College,1989-02-17,35
304,2023-11-15 01:51:29,user304@example.com,User 304,Nigeria,Female,Bachelor,Holy Child School,1985-08-21,39
305,2024-05-14 01:51:29,user305@example.com,User 305,Ethiopia,Male,Bachelor,Wesley Girls High School,2004-02-24,20
306,2024-08-08 01:51:29,user306@example.com,User 306,Rwanda,Male,High School,Opoku Ware School,1975-08-04,49
307,2024-09-16 01:51:29,user307@example.com,User 307,Ethiopia,Male,High School,Presec Legon,1985-11-05,38
308,2024-05-03 01:51:29,user308@example.com,User 308,Ghana,Female,PhD,Opoku Ware School,1956-02-07,68
309,2024-03-01 01:51:29,user309@example.com,User 309,Tanzania,Female,Bachelor,Mfantsipim School,1982-02-23,42
310,2023-11-17 01:51:29,user310@example.com,User 310,Kenya,Male,PhD,St. James Seminary,1990-05-22,34
311,2023-12-12 01:51:29,user311@example.com,User 311,Kenya,Female,PhD,Achimota School,1979-08-26,45
312,2023-12-17 01:51:29,user312@example.com,User 312,Tanzania,Female,High School,Wesley Girls High School,1999-08-24,25
313,2024-09-16 01:51:29,user313@example.com,User 313,Uganda,Male,Master,Achimota School,1998-01-13,26
314,2024-09-01 01:51:29,user314@example.com,User 314,Tanzania,Male,PhD,Wesley Girls High School,1985-05-05,39
315,2023-11-04 01:51:29,user315@example.com,User 315,Ghana,Male,Bachelor,Adisadel College,2005-10-16,18
316,2024-04-01 01:51:29,user316@example.com,User 316,Rwanda,Female,PhD,Prempeh College,1996-12-08,27
317,2024-01-19 01:51:29,user317@example.com,User 317,Kenya,Female,PhD,Presec Legon,1969-06-18,55
318,2024-09-14 01:51:29,user318@example.com,User 318,Ethiopia,Female,Bachelor,Holy Child School,1975-05-11,49
319,2024-01-26 01:51:29,user319@example.com,User 319,Ethiopia,Female,PhD,Presec Legon,1980-06-19,44
320,2024-08-09 01:51:29,user320@example.com,User 320,Nigeria,Female,PhD,Achimota School,1983-01-17,41
321,2024-04-26 01:51:29,user321@example.com,User 321,Rwanda,Female,Bachelor,St. Augustine's College,1979-03-27,45
322,2023-11-17 01:51:29,user322@example.com,User 322,Rwanda,Female,PhD,Prempeh College,1974-11-11,49
323,2023-12-16 01:51:29,user323@example.com,User 323,Uganda,Male,Master,St. James Seminary,1963-10-08,61
324,2024-01-11 01:51:29,user324@example.com,User 324,Tanzania,Female,PhD,Adisadel College,2004-08-09,20
325,2023-11-25 01:51:29,user325@example.com,User 325,Rwanda,Male,Master,Opoku Ware School,2001-07-26,23
326,2024-03-29 01:51:29,user326@example.com,User 326,Ghana,Female,Master,Presec Legon,1986-11-29,37
327,2023-12-29 01:51:29,user327@example.com,User 327,Ghana,Female,Bachelor,Achimota School,1981-06-22,43
328,2024-03-16 01:51:29,user328@example.com,User 328,South Africa,Female,PhD,St. Augustine's College,1968-06-23,56
329,2024-04-10 01:51:29,user329@example.com,User 329,Tanzania,Female,PhD,Adisadel College,1998-08-21,26
330,2024-01-25 01:51:29,user330@example.com,User 330,Ethiopia,Male,Master,Presec Legon,1965-12-03,58
331,2024-06-10 01:51:29,user331@example.com,User 331,Rwanda,Female,Master,Presec Legon,1954-12-22,69
332,2024-07-18 01:51:29,user332@example.com,User 332,Rwanda,Male,PhD,Wesley Girls High School,2003-03-19,21
333,2024-07-28 01:51:29,user333@example.com,User 333,Nigeria,Female,High School,Mfantsipim School,1990-03-08,34
334,2024-05-18 01:51:29,user334@example.com,User 334,Rwanda,Female,Bachelor,Wesley Girls High School,1972-04-08,52
335,2024-02-24 01:51:29,user335@example.com,User 335,Kenya,Female,Master,Prempeh College,2005-03-07,19
336,2024-07-29 01:51:29,user336@example.com,User 336,Uganda,Male,PhD,Wesley Girls High School,1999-05-17,25
337,2024-08-17 01:51:29,user337@example.com,User 337,Tanzania,Male,Bachelor,St. Augustine's College,2002-03-14,22
338,2023-12-09 01:51:29,user338@example.com,User 338,Nigeria,Female,Bachelor,Achimota School,1957-11-25,66
339,2024-09-06 01:51:29,user339@example.com,User 339,Uganda,Female,PhD,Presec Legon,1973-07-17,51
340,2024-07-26 01:51:29,user340@example.com,User 340,Ghana,Female,Master,Holy Child School,1984-08-04,40
341,2024-04-05 01:51:29,user341@example.com,User 341,Tanzania,Female,Bachelor,St. Augustine's College,1981-03-27,43
342,2024-06-22 01:51:29,user342@example.com,User 342,Ethiopia,Female,Bachelor,Opoku Ware School,1963-12-03,60
343,2024-05-12 01:51:29,user343@example.com,User 343,Nigeria,Female,High School,St. Augustine's College,1996-10-04,28
344,2023-12-11 01:51:29,user344@example.com,User 344,Uganda,Female,High School,Prempeh College,1960-10-11,64
345,2024-07-08 01:51:29,user345@example.com,User 345,Kenya,Male,PhD,St. James Seminary,1978-06-15,46
346,2024-04-29 01:51:29,user346@example.com,User 346,Uganda,Male,Master,Prempeh College,1973-08-30,51
347,2023-11-23 01:51:29,user347@example.com,User 347,Ghana,Male,High School,Mfantsipim School,1970-02-12,54
348,2024-08-08 01:51:29,user348@example.com,User 348,Ghana,Female,High School,Opoku Ware School,1985-10-19,38
349,2023-12-15 01:51:29,user349@example.com,User 349,Nigeria,Male,High School,Holy Child School,1991-09-23,33
350,2024-05-27 01:51:29,user350@example.com,User 350,Tanzania,Male,Master,St. James Seminary,1956-06-09,68
351,2024-04-04 01:51:29,user351@example.com,User 351,Kenya,Female,PhD,St. Augustine's College,1954-11-10,69
352,2024-03-03 01:51:29,user352@example.com,User 352,Uganda,Male,Master,Prempeh College,1982-05-19,42
353,2024-06-30 01:51:29,user353@example.com,User 353,Ethiopia,Female,Bachelor,Holy Child School,1971-03-15,53
354,2024-08-04 01:51:29,user354@example.com,User 354,Nigeria,Female,Master,Holy Child School,2000-06-08,24
355,2024-09-19 01:51:29,user355@example.com,User 355,Tanzania,Female,High School,St. James Seminary,1991-12-12,32
356,2023-11-13 01:51:29,user356@example.com,User 356,Rwanda,Male,Master,St. James Seminary,1980-09-28,44
357,2023-12-26 01:51:29,user357@example.com,User 357,Ghana,Female,Bachelor,Presec Legon,1995-12-15,28
358,2024-05-02 01:51:29,user358@example.com,User 358,Nigeria,Male,PhD,Adisadel College,1971-08-12,53
359,2024-08-23 01:51:29,user359@example.com,User 359,Rwanda,Male,High School,Wesley Girls High School,2000-07-15,24
360,2024-01-19 01:51:29,user360@example.com,User 360,Uganda,Female,Bachelor,Mfantsipim School,2003-12-04,20
361,2024-09-24 01:51:29,user361@example.com,User 361,Rwanda,Female,PhD,St. Augustine's College,1998-05-22,26
362,2024-02-08 01:51:29,user362@example.com,User 362,Ghana,Male,High School,Presec Legon,1991-02-09,33
363,2024-03-29 01:51:29,user363@example.com,User 363,Uganda,Male,High School,Presec Legon,2005-10-31,18
364,2024-05-27 01:51:29,user364@example.com,User 364,Rwanda,Male,PhD,Holy Child School,2001-06-06,23
365,2024-09-11 01:51:29,user365@example.com,User 365,Ethiopia,Male,Bachelor,Opoku Ware School,1960-04-01,64
366,2024-06-25 01:51:29,user366@example.com,User 366,Ghana,Female,Master,Prempeh College,1982-12-14,41
367,2023-10-12 01:51:29,user367@example.com,User 367,South Africa,Male,Bachelor,Mfantsipim School,2006-01-15,18
368,2024-05-23 01:51:29,user368@example.com,User 368,Tanzania,Male,High School,Presec Legon,1980-03-01,44
369,2024-07-21 01:51:29,user369@example.com,User 369,Ghana,Female,Bachelor,Adisadel College,1985-02-23,39
370,2024-08-28 01:51:29,user370@example.com,User 370,Tanzania,Female,High School,Wesley Girls High School,1990-03-07,34
371,2023-12-03 01:51:29,user371@example.com,User 371,Rwanda,Male,PhD,Wesley Girls High School,1957-06-13,67
372,2024-04-10 01:51:29,user372@example.com,User 372,Uganda,Male,Master,St. Augustine's College,1991-04-25,33
373,2023-12-02 01:51:29,user373@example.com,User 373,Nigeria,Male,Bachelor,Presec Legon,2004-11-27,19
374,2024-05-19 01:51:29,user374@example.com,User 374,Ethiopia,Female,Master,St. Augustine's College,1978-09-07,46
375,2023-11-20 01:51:29,user375@example.com,User 375,Nigeria,Male,Bachelor,Adisadel College,1984-10-20,39
376,2024-05-30 01:51:29,user376@example.com,User 376,Ethiopia,Male,Bachelor,Mfantsipim School,1988-04-22,36
377,2023-12-08 01:51:29,user377@example.com,User 377,Tanzania,Female,Bachelor,Presec Legon,1964-10-05,60
378,2024-04-11 01:51:29,user378@example.com,User 378,Ghana,Female,High School,Prempeh College,1967-07-31,57
379,2024-09-21 01:51:29,user379@example.com,User 379,Kenya,Male,Master,Prempeh College,1974-07-09,50
380,2023-11-23 01:51:29,user380@example.com,User 380,Kenya,Female,Master,Adisadel College,1959-02-24,65
381,2024-05-24 01:51:29,user381@example.com,User 381,Uganda,Male,Bachelor,St. James Seminary,1984-08-25,40
382,2024-01-31 01:51:29,user382@example.com,User 382,Rwanda,Female,PhD,Adisadel College,1971-01-09,53
383,2023-11-11 01:51:29,user383@example.com,User 383,Nigeria,Male,Bachelor,Prempeh College,1995-11-13,28
384,2024-09-09 01:51:29,user384@example.com,User 384,Ghana,Male,Master,Presec Legon,2001-05-26,23
385,2024-03-30 01:51:29,user385@example.com,User 385,Ethiopia,Male,PhD,St. Augustine's College,2002-06-18,22
386,2023-12-23 01:51:29,user386@example.com,User 386,Tanzania,Male,Master,Presec Legon,1962-10-12,62
387,2023-12-05 01:51:29,user387@example.com,User 387,Nigeria,Female,High School,Holy Child School,1964-08-14,60
388,2024-02-15 01:51:29,user388@example.com,User 388,Uganda,Female,PhD,Prempeh College,1986-10-23,37
389,2024-07-29 01:51:29,user389@example.com,User 389,Kenya,Female,High School,Mfantsipim School,1964-07-09,60
390,2023-11-27 01:51:29,user390@example.com,User 390,Nigeria,Male,Bachelor,St. Augustine's College,1960-12-30,63
391,2024-02-08 01:51:29,user391@example.com,User 391,Tanzania,Male,PhD,Adisadel College,1991-05-03,33
392,2024-04-28 01:51:29,user392@example.com,User 392,Ghana,Female,High School,St. Augustine's College,1973-04-08,51
393,2024-05-15 01:51:29,user393@example.com,User 393,Tanzania,Female,High School,St. Augustine's College,2002-02-08,22
394,2023-11-04 01:51:29,user394@example.com,User 394,South Africa,Male,Master,St. Augustine's College,1978-06-09,46
395,2023-10-22 01:51:29,user395@example.com,User 395,Ethiopia,Male,PhD,Wesley Girls High School,1965-04-09,59
396,2024-01-12 01:51:29,user396@example.com,User 396,Tanzania,Female,High School,Presec Legon,1968-12-18,55
397,2023-10-29 01:51:29,user397@example.com,User 397,Uganda,Male,PhD,Prempeh College,1989-05-26,35
398,2024-07-28 01:51:29,user398@example.com,User 398,South Africa,Male,PhD,Wesley Girls High School,1966-07-07,58
399,2024-06-13 01:51:29,user399@example.com,User 399,South Africa,Female,High School,Adisadel College,1979-05-02,45
400,2024-04-26 01:51:29,user400@example.com,User 400,Kenya,Female,High School,Achimota School,1998-10-30,25
401,2024-07-24 01:51:29,user401@example.com,User 401,South Africa,Male,Master,Mfantsipim School,1993-02-07,31
402,2023-11-15 01:51:29,user402@example.com,User 402,Ethiopia,Male,Master,Adisadel College,1970-01-24,54
403,2023-11-28 01:51:29,user403@example.com,User 403,Nigeria,Female,High School,Wesley Girls High School,1955-12-12,68
404,2023-10-21 01:51:29,user404@example.com,User 404,Ethiopia,Male,Bachelor,Opoku Ware School,1976-05-20,48
405,2024-03-29 01:51:29,user405@example.com,User 405,Nigeria,Male,Master,Holy Child School,2002-11-30,21
406,2023-10-28 01:51:29,user406@example.com,User 406,Tanzania,Male,Master,Prempeh College,1996-06-17,28
407,2024-09-06 01:51:29,user407@example.com,User 407,Nigeria,Female,Master,St. James Seminary,1979-10-02,45
408,2024-01-02 01:51:29,user408@example.com,User 408,Nigeria,Male,Master,Wesley Girls High School,1970-11-15,53
409,2023-10-02 01:51:29,user409@example.com,User 409,Ghana,Male,Bachelor,Wesley Girls High School,1973-01-05,51
410,2024-01-08 01:51:29,user410@example.com,User 410,Nigeria,Male,Bachelor,Adisadel College,2005-11-19,18
411,2024-03-23 01:51:29,user411@example.com,User 411,South Africa,Female,High School,Mfantsipim School,1965-10-24,58
412,2024-04-10 01:51:29,user412@example.com,User 412,Rwanda,Male,Master,Prempeh College,1959-11-29,64
413,2023-12-10 01:51:29,user413@example.com,User 413,Tanzania,Male,Bachelor,Achimota School,1987-05-15,37
414,2024-03-05 01:51:29,user414@example.com,User 414,South Africa,Male,PhD,Achimota School,1993-10-02,31
415,2024-08-28 01:51:29,user415@example.com,User 415,Kenya,Female,Bachelor,Prempeh College,1973-05-01,51
416,2024-03-12 01:51:29,user416@example.com,User 416,Ethiopia,Male,Master,Holy Child School,1956-11-01,67
417,2024-06-12 01:51:29,user417@example.com,User 417,Uganda,Male,Master,Mfantsipim School,1963-04-02,61
418,2024-08-15 01:51:29,user418@example.com,User 418,Rwanda,Male,Bachelor,St. Augustine's College,1955-03-30,69
419,2024-01-26 01:51:29,user419@example.com,User 419,Ghana,Male,Master,Wesley Girls High School,1955-10-09,69
420,2024-05-21 01:51:29,user420@example.com,User 420,Rwanda,Female,Master,Achimota School,1963-07-12,61
421,2024-09-10 01:51:29,user421@example.com,User 421,Nigeria,Male,Master,Wesley Girls High School,2006-01-17,18
422,2024-04-13 01:51:29,user422@example.com,User 422,South Africa,Male,Bachelor,Opoku Ware School,2000-12-13,23
423,2023-11-18 01:51:29,user423@example.com,User 423,Kenya,Male,PhD,Opoku Ware School,1988-11-27,35
424,2024-05-01 01:51:29,user424@example.com,User 424,Ethiopia,Female,High School,St. Augustine's College,1973-03-31,51
425,2024-07-25 01:51:29,user425@example.com,User 425,Nigeria,Female,Master,Wesley Girls High School,2002-08-10,22
426,2024-09-08 01:51:29,user426@example.com,User 426,South Africa,Female,Bachelor,Achimota School,2002-05-07,22
427,2024-07-28 01:51:29,user427@example.com,User 427,Rwanda,Female,PhD,St. James Seminary,1967-10-24,56
428,2024-07-16 01:51:29,user428@example.com,User 428,Kenya,Female,Bachelor,Wesley Girls High School,1992-05-12,32
429,2024-08-04 01:51:29,user429@example.com,User 429,Kenya,Male,Master,St. James Seminary,1957-01-24,67
430,2024-06-18 01:51:29,user430@example.com,User 430,South Africa,Female,Bachelor,St. Augustine's College,1955-03-24,69
431,2024-05-03 01:51:29,user431@example.com,User 431,Ghana,Male,PhD,Prempeh College,1974-10-07,50
432,2024-03-17 01:51:29,user432@example.com,User 432,Ethiopia,Female,Master,Presec Legon,1959-02-02,65
433,2023-12-20 01:51:29,user433@example.com,User 433,Nigeria,Female,Bachelor,St. Augustine's College,1973-08-11,51
434,2024-06-23 01:51:29,user434@example.com,User 434,Ghana,Male,Bachelor,Presec Legon,1975-07-21,49
435,2024-06-12 01:51:29,user435@example.com,User 435,Kenya,Female,High School,Opoku Ware School,1980-08-11,44
436,2024-02-16 01:51:29,user436@example.com,User 436,South Africa,Female,Master,St. James Seminary,1971-01-15,53
437,2024-07-10 01:51:29,user437@example.com,User 437,South Africa,Male,Master,Presec Legon,1955-10-07,69
438,2024-07-18 01:51:29,user438@example.com,User 438,Kenya,Male,Master,Wesley Girls High School,1997-02-12,27
439,2023-11-14 01:51:29,user439@example.com,User 439,South Africa,Male,High School,Achimota School,1969-01-29,55
440,2024-07-07 01:51:29,user440@example.com,User 440,South Africa,Female,High School,Adisadel College,1978-02-23,46
441,2024-08-08 01:51:29,user441@example.com,User 441,Rwanda,Female,Master,Wesley Girls High School,1970-08-06,54
442,2024-08-15 01:51:29,user442@example.com,User 442,Tanzania,Male,Master,St. James Seminary,1963-04-11,61
443,2024-08-05 01:51:29,user443@example.com,User 443,South Africa,Female,PhD,Mfantsipim School,1984-09-18,40
444,2024-09-15 01:51:29,user444@example.com,User 444,Ethiopia,Female,PhD,Adisadel College,2005-06-14,19
445,2024-02-19 01:51:29,user445@example.com,User 445,Ghana,Male,Bachelor,Holy Child School,1965-02-25,59
446,2024-02-25 01:51:29,user446@example.com,User 446,Nigeria,Male,Master,Adisadel College,1957-08-07,67
447,2024-08-21 01:51:29,user447@example.com,User 447,Kenya,Male,PhD,Adisadel College,1980-03-03,44
448,2024-02-16 01:51:29,user448@example.com,User 448,Ethiopia,Female,Master,Adisadel College,1991-09-08,33
449,2024-07-18 01:51:29,user449@example.com,User 449,Ghana,Male,Master,Wesley Girls High School,1978-06-05,46
450,2024-04-22 01:51:29,user450@example.com,User 450,Uganda,Female,High School,Achimota School,1980-07-07,44
451,2024-08-07 01:51:29,user451@example.com,User 451,Rwanda,Male,PhD,St. Augustine's College,1961-05-09,63
452,2024-09-11 01:51:29,user452@example.com,User 452,Rwanda,Female,Bachelor,Wesley Girls High School,1997-10-22,26
453,2024-07-08 01:51:29,user453@example.com,User 453,Rwanda,Male,Bachelor,Opoku Ware School,1975-07-05,49
454,2024-05-15 01:51:29,user454@example.com,User 454,South Africa,Male,PhD,Prempeh College,1962-06-23,62
455,2024-04-14 01:51:29,user455@example.com,User 455,Uganda,Female,Master,Adisadel College,1993-07-07,31
456,2024-06-21 01:51:29,user456@example.com,User 456,Ghana,Male,Bachelor,St. James Seminary,1956-08-27,68
457,2024-01-16 01:51:29,user457@example.com,User 457,Ethiopia,Female,Bachelor,Presec Legon,2000-01-14,24
458,2023-09-29 01:51:29,user458@example.com,User 458,Uganda,Female,Master,Wesley Girls High School,1984-05-05,40
459,2024-03-19 01:51:29,user459@example.com,User 459,Ghana,Female,Master,Presec Legon,1962-11-17,61
460,2024-02-23 01:51:29,user460@example.com,User 460,Uganda,Female,Bachelor,Achimota School,2000-12-11,23
461,2023-12-05 01:51:29,user461@example.com,User 461,Nigeria,Male,Master,Presec Legon,1981-02-01,43
462,2024-07-22 01:51:29,user462@example.com,User 462,Tanzania,Male,PhD,Mfantsipim School,1996-09-22,28
463,2024-02-05 01:51:29,user463@example.com,User 463,Nigeria,Male,Master,Opoku Ware School,1969-02-05,55
464,2024-02-18 01:51:29,user464@example.com,User 464,Uganda,Female,Bachelor,Achimota School,1987-04-28,37
465,2024-07-05 01:51:29,user465@example.com,User 465,Rwanda,Female,High School,Holy Child School,1975-09-13,49
466,2023-12-25 01:51:29,user466@example.com,User 466,Ethiopia,Female,High School,Presec Legon,1991-08-07,33
467,2023-11-29 01:51:29,user467@example.com,User 467,Nigeria,Male,Master,Wesley Girls High School,1955-12-02,68
468,2023-11-25 01:51:29,user468@example.com,User 468,Nigeria,Female,Master,Adisadel College,1961-12-13,62
469,2024-08-17 01:51:29,user469@example.com,User 469,Tanzania,Female,High School,Achimota School,1960-01-07,64
470,2024-06-23 01:51:29,user470@example.com,User 470,Ethiopia,Male,Master,Wesley Girls High School,2003-11-20,20
471,2024-09-14 01:51:29,user471@example.com,User 471,Nigeria,Male,PhD,Presec Legon,1996-01-10,28
472,2024-05-19 01:51:29,user472@example.com,User 472,South Africa,Male,PhD,St. Augustine's College,1955-09-06,69
473,2023-10-06 01:51:29,user473@example.com,User 473,Tanzania,Female,High School,Adisadel College,2002-08-05,22
474,2024-07-15 01:51:29,user474@example.com,User 474,Ghana,Female,Bachelor,Holy Child School,1980-06-16,44
475,2024-03-13 01:51:29,user475@example.com,User 475,Uganda,Male,Master,Mfantsipim School,2002-01-16,22
476,2024-06-06 01:51:29,user476@example.com,User 476,Ghana,Female,High School,Presec Legon,1980-07-28,44
477,2024-03-16 01:51:29,user477@example.com,User 477,Nigeria,Male,PhD,St. Augustine's College,2005-08-20,19
478,2024-06-17 01:51:29,user478@example.com,User 478,South Africa,Male,PhD,St. James Seminary,2003-09-22,21
479,2024-03-27 01:51:29,user479@example.com,User 479,Ethiopia,Male,High School,St. James Seminary,1978-12-30,45
480,2024-03-16 01:51:29,user480@example.com,User 480,Nigeria,Female,PhD,Wesley Girls High School,1993-03-12,31
481,2023-12-24 01:51:29,user481@example.com,User 481,Nigeria,Female,High School,Mfantsipim School,2003-08-05,21
482,2024-02-07 01:51:29,user482@example.com,User 482,Ethiopia,Male,Bachelor,Prempeh College,1956-12-19,67
483,2024-08-03 01:51:29,user483@example.com,User 483,Ethiopia,Male,Master,Mfantsipim School,1969-10-28,54
484,2024-05-28 01:51:29,user484@example.com,User 484,Ghana,Female,High School,Holy Child School,1986-05-16,38
485,2024-01-29 01:51:29,user485@example.com,User 485,Nigeria,Female,Master,Wesley Girls High School,1986-08-03,38
486,2024-02-24 01:51:29,user486@example.com,User 486,Uganda,Male,PhD,Opoku Ware School,1991-01-19,33
487,2024-02-26 01:51:29,user487@example.com,User 487,Ghana,Male,Bachelor,Holy Child School,1995-05-18,29
488,2024-04-21 01:51:29,user488@example.com,User 488,Nigeria,Male,Master,Adisadel College,1976-06-20,48
489,2024-07-02 01:51:29,user489@example.com,User 489,Nigeria,Female,Master,St. James Seminary,2002-08-29,22
490,2024-07-26 01:51:29,user490@example.com,User 490,South Africa,Female,Bachelor,Holy Child School,1982-01-31,42
491,2024-04-15 01:51:29,user491@example.com,User 491,Rwanda,Male,Bachelor,Presec Legon,1979-11-25,44
492,2023-12-02 01:51:29,user492@example.com,User 492,South Africa,Male,PhD,Opoku Ware School,1975-04-28,49
493,2024-05-05 01:51:29,user493@example.com,User 493,Tanzania,Male,Bachelor,Mfantsipim School,1977-01-28,47
494,2024-01-06 01:51:29,user494@example.com,User 494,Ethiopia,Male,High School,Opoku Ware School,1978-08-24,46
495,2024-05-10 01:51:29,user495@example.com,User 495,Ghana,Female,Bachelor,Achimota School,1977-05-18,47
496,2023-11-05 01:51:29,user496@example.com,User 496,Kenya,Female,Bachelor,St. James Seminary,1962-01-29,62
497,2024-09-04 01:51:29,user497@example.com,User 497,Ethiopia,Male,PhD,Mfantsipim School,1985-09-10,39
498,2023-10-12 01:51:29,user498@example.com,User 498,South Africa,Male,Bachelor,St. Augustine's College,1977-11-15,46
499,2023-11-15 01:51:29,user499@example.com,User 499,Ethiopia,Female,Master,Wesley Girls High School,1961-05-24,63
500,2024-05-26 01:51:29,user500@example.com,User 500,Ghana,Female,Master,Mfantsipim School,1995-07-30,29
501,2024-03-06 01:51:29,user501@example.com,User 501,Tanzania,Female,Master,St. Augustine's College,1988-08-10,36
